,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0
0,1.0,6.0,1.0,38.0,2.0,42.36,0.34,0.17,34.0,0.18,89.0,30.0,16.0,33.0,0
1,5.0,4.0,1.0,15.0,1.0,28.43,0.13,1.0,13.0,0.07,34.0,19.0,15.0,57.0,0
2,3.2159068896457734,5.0,0.9816479143801092,32.24432588623979,7.136372441416906,96.98346258160771,0.401363724414169,0.19676139665531342,29.136372441416906,0.07784093110354226,75.13637244141691,43.02841899659402,14.539767224114433,67.21018434809258,1
3,6.420601600124449,12.710300800062225,0.7989852845713398,73.86909759981333,0.3044146285980963,152.98901321045608,1.229411382853587,0.2182648777158858,59.955853714019035,0.09405886171464128,214.20140662797584,108.01317897090411,25.01471542866032,171.6235446858565,1
4,4.501229503281717,3.4987704967182833,0.7699508198687314,20.0,0.24938524835914166,50.709323713232,0.2325430326148601,0.7699508198687314,17.501229503281717,0.08493852483591416,46.25922127461288,32.508606522972016,19.249385248359143,60.51844254922575,1
5,3.0,4.0,1.0,17.0,2.0,26.32,0.14,0.25,15.0,0.11,30.0,15.0,16.0,35.0,0
6,0.0,1.0,0.5,6.0,2.0,18.54,0.06,0.5,6.0,0.11,14.0,8.0,11.0,19.0,0
7,4.0,3.0,1.0,14.0,2.0,34.56,0.1,0.33,13.0,0.12,23.0,16.0,12.0,26.0,0
8,4.0,8.0,0.89,34.0,0.0,30.54,0.12,0.11,27.0,0.26,36.0,17.0,11.0,34.0,0
9,2.566348992627953,3.566348992627953,0.9688508054054625,17.398093955767717,1.8495234889419292,54.32085771990453,0.508673020147441,0.2988508054054626,15.548570466825787,0.059911107370989175,106.76127181819143,45.29206375921506,24.274285233412893,66.69904697788385,1
10,1.0,2.0,0.5,14.0,0.0,22.84,0.2,0.25,12.0,0.09,41.0,19.0,24.0,43.0,0
11,2.0,3.0,0.6,17.0,3.0,32.54,0.1,0.2,14.0,0.16,19.0,15.0,15.0,32.0,0
12,0.0,1.0,0.33,9.0,2.0,10.03,0.05,0.33,8.0,0.12,16.0,6.0,11.0,26.0,0
13,6.367880784216133,4.735761568432268,0.2870651189311517,92.95331137362253,1.2452538561440891,72.41493598961014,1.225474614385591,0.427927152947032,76.05695372627093,0.07754746143855912,242.64238431567733,68.0,28.490507712288178,245.66136889110098,1
14,1.0,3.0,0.5,19.0,2.0,59.16,0.25,0.17,15.0,0.12,43.0,29.0,17.0,49.0,0
15,12.0,10.0,0.5,104.0,1.0,83.0,1.43,0.45,86.0,0.09,258.0,95.0,38.0,231.0,1
16,12.785582144811828,13.785582144811828,0.9421761055079301,39.46395536202957,1.3343975652016131,153.96504207167123,1.7775365518876343,0.15214417855188173,25.899176463615593,0.06003192695604839,304.9457241747177,124.85447872514784,35.56477889841398,245.24634481123655,1
17,10.0,13.0,0.72,72.0,3.0,77.8,1.04,0.06,56.0,0.07,168.0,96.0,46.0,254.0,0
18,9.0,11.0,0.69,68.0,5.0,108.35,1.22,0.63,54.0,0.1,199.0,94.0,32.0,157.0,0
19,2.0,2.0,1.0,7.0,1.0,48.82,0.27,0.5,7.0,0.05,64.0,29.0,15.0,42.0,0
20,8.0,6.0,0.4,74.0,6.0,118.83,1.86,0.73,61.0,0.07,333.0,110.0,31.0,227.0,0
21,7.0,8.0,0.73,53.0,4.0,48.89,0.44,0.45,44.0,0.14,88.0,41.0,25.0,81.0,0
22,4.0,2.0,1.0,8.0,0.0,94.81,0.44,0.5,8.0,0.04,91.0,59.0,18.0,50.0,0
23,1.0,2.0,0.67,11.0,0.0,17.71,0.06,0.33,10.0,0.13,16.0,9.0,12.0,24.0,0
